transactionId,timestamp,customerId,customerName,accountId,receiverAccount,amountINR,transactionType,branch,deviceId,ipAddress,kycStatus,riskProfile,amlScenario,expectedRisk
TXN0200001,2025-09-22 01:06:00,CUST28928,Customer_16384,ACC06085,ACC26398,6346.13,RTGS,Mumbai,DEV032600,10.253.243.228,VERIFIED,MEDIUM,NORMAL,LOW
TXN0200002,2025-09-05 14:43:00,CUST48245,Customer_25732,ACC25715,ACC38586,12976.23,IMPS,Bengaluru,DEV188623,10.168.73.162,VERIFIED,MEDIUM,NORMAL,LOW
TXN0200003,2025-08-08 11:22:00,CUST01611,Customer_37912,ACC45975,ACC02363,21882.34,CARD,Bengaluru,DEV015416,10.222.59.147,VERIFIED,HIGH,NORMAL,LOW
TXN0200004,2025-04-16 07:59:00,CUST37015,Customer_28622,ACC30314,ACC35130,7633.12,UPI,Bengaluru,DEV117192,10.152.47.150,PENDING,MEDIUM,NORMAL,LOW
TXN0200005,2025-11-27 12:54:00,CUST20420,Customer_02047,ACC37969,ACC07320,15426.07,IMPS,Chennai,DEV168423,10.36.217.253,VERIFIED,MEDIUM,NORMAL,LOW
TXN0200006,2025-01-14 07:13:00,CUST18890,Customer_15555,ACC12794,ACC15098,37621.57,CARD,Bengaluru,DEV120315,10.129.186.243,VERIFIED,MEDIUM,NORMAL,LOW
TXN0200007,2025-02-10 12:05:00,CUST17727,Customer_49311,ACC30842,ACC51491,40004.42,NEFT,Bengaluru,DEV008442,10.166.73.68,PENDING,MEDIUM,NORMAL,LOW
TXN0200008,2025-02-25 00:16:00,CUST27088,Customer_21910,ACC42808,ACC26676,46352.74,RTGS,Delhi,DEV057257,10.155.16.169,VERIFIED,HIGH,NORMAL,LOW
TXN0200009,2025-09-13 05:38:00,CUST16420,Customer_45931,ACC22622,ACC59648,26357.64,CARD,Chennai,DEV074569,10.106.30.224,VERIFIED,HIGH,NORMAL,LOW
TXN0200010,2025-02-04 16:15:00,CUST14377,Customer_37090,ACC31577,ACC54815,44394.75,IMPS,Mumbai,DEV106602,10.180.179.69,PENDING,MEDIUM,NORMAL,LOW
TXN0200011,2025-12-25 06:42:00,CUST12780,Customer_33934,ACC05495,ACC55564,13960.39,RTGS,Hyderabad,DEV025581,10.144.33.237,VERIFIED,LOW,NORMAL,LOW
TXN0200012,2025-04-03 17:08:00,CUST03947,Customer_19365,ACC38776,ACC49433,23022.71,NEFT,Chennai,DEV164794,10.18.137.86,PENDING,LOW,NORMAL,LOW
TXN0200013,2025-12-24 14:17:00,CUST14320,Customer_26801,ACC40974,ACC54885,24965.83,RTGS,Delhi,DEV151136,10.111.168.195,VERIFIED,LOW,NORMAL,LOW
TXN0200014,2025-09-29 00:01:00,CUST03550,Customer_03553,ACC14503,ACC42113,19668.15,IMPS,Mumbai,DEV054806,10.79.45.160,PENDING,LOW,NORMAL,LOW
TXN0200015,2025-01-30 08:04:00,CUST46755,Customer_36824,ACC48568,ACC14629,28341.63,IMPS,Bengaluru,DEV175258,10.93.175.202,PENDING,MEDIUM,NORMAL,LOW
TXN0200016,2025-11-10 00:32:00,CUST25265,Customer_01391,ACC36224,ACC23962,30666.25,RTGS,Mumbai,DEV029271,10.104.32.249,VERIFIED,HIGH,NORMAL,LOW
TXN0200017,2025-12-20 00:12:00,CUST26393,Customer_24146,ACC55536,ACC26610,47797.43,RTGS,Delhi,DEV117453,10.3.159.134,PENDING,LOW,NORMAL,LOW
TXN0200018,2025-05-25 08:16:00,CUST13096,Customer_26998,ACC51273,ACC02597,38503.27,NEFT,Kolkata,DEV031115,10.233.95.70,VERIFIED,MEDIUM,NORMAL,LOW
TXN0200019,2025-07-22 08:20:00,CUST37936,Customer_46774,ACC12079,ACC01234,41571.4,CARD,Kolkata,DEV117283,10.221.231.184,PENDING,HIGH,NORMAL,LOW
TXN0200020,2025-03-08 07:11:00,CUST46213,Customer_27095,ACC42506,ACC12133,12720.88,RTGS,Delhi,DEV192049,10.226.119.46,PENDING,HIGH,NORMAL,LOW
TXN0200021,2025-01-01 03:03:00,CUST49844,Customer_19189,ACC03816,ACC03962,43906.99,CARD,Hyderabad,DEV080487,10.156.74.70,VERIFIED,HIGH,NORMAL,LOW
TXN0200022,2025-10-17 18:04:00,CUST30544,Customer_27392,ACC27413,ACC17710,5850.45,RTGS,Kolkata,DEV122753,10.169.196.96,VERIFIED,LOW,NORMAL,LOW
TXN0200023,2025-05-01 16:11:00,CUST28373,Customer_21181,ACC18829,ACC20159,17263.03,IMPS,Hyderabad,DEV154723,10.192.112.81,VERIFIED,HIGH,NORMAL,LOW
TXN0200024,2025-11-06 11:50:00,CUST25503,Customer_43442,ACC33437,ACC45482,44888.69,NEFT,Delhi,DEV037060,10.172.173.95,VERIFIED,MEDIUM,NORMAL,LOW
TXN0200025,2025-03-17 07:52:00,CUST10584,Customer_11146,ACC57704,ACC17360,7104.69,NEFT,Bengaluru,DEV045089,10.204.222.202,PENDING,HIGH,NORMAL,LOW
TXN0200026,2025-07-05 15:22:00,CUST12852,Customer_15820,ACC05215,ACC48439,41822.91,UPI,Hyderabad,DEV124044,10.170.87.43,VERIFIED,HIGH,NORMAL,LOW
TXN0200027,2025-09-13 01:25:00,CUST06748,Customer_06275,ACC35606,ACC27228,6173.95,RTGS,Delhi,DEV095675,10.134.229.212,VERIFIED,MEDIUM,NORMAL,LOW
TXN0200028,2025-06-17 20:51:00,CUST18262,Customer_06139,ACC07062,ACC11349,16370.5,NEFT,Mumbai,DEV185207,10.20.246.175,VERIFIED,LOW,NORMAL,LOW
TXN0200029,2025-01-18 04:55:00,CUST12656,Customer_30547,ACC42195,ACC31719,21249.87,RTGS,Mumbai,DEV159156,10.250.54.95,VERIFIED,MEDIUM,NORMAL,LOW
TXN0200030,2025-07-02 01:48:00,CUST48036,Customer_43385,ACC50567,ACC23057,12380.75,NEFT,Kolkata,DEV051497,10.59.85.193,VERIFIED,HIGH,NORMAL,LOW
TXN0200031,2025-11-10 18:10:00,CUST30200,Customer_15288,ACC01732,ACC29325,20374.63,RTGS,Bengaluru,DEV064679,10.149.24.156,PENDING,HIGH,NORMAL,LOW
TXN0200032,2025-04-18 10:37:00,CUST39390,Customer_37560,ACC40842,ACC47699,37333.41,IMPS,Hyderabad,DEV054855,10.52.169.57,VERIFIED,LOW,NORMAL,LOW
TXN0200033,2025-09-03 20:56:00,CUST28884,Customer_08561,ACC29759,ACC51452,31962.48,UPI,Kolkata,DEV134421,10.208.145.204,PENDING,HIGH,NORMAL,LOW
TXN0200034,2025-06-15 13:47:00,CUST29023,Customer_00331,ACC37837,ACC38103,29378.24,UPI,Mumbai,DEV007533,10.141.109.208,VERIFIED,LOW,NORMAL,LOW
