transactionId,timestamp,customerId,customerName,accountId,receiverAccount,amountINR,transactionType,branch,deviceId,ipAddress,kycStatus,riskProfile,amlScenario,expectedRisk
TXN0500001,2025-03-09 16:26:00,CUST28248,Customer_48190,ACC04835,ACC25093,13157.71,NEFT,Kolkata,DEV042848,10.65.159.80,VERIFIED,LOW,NORMAL,LOW
TXN0500002,2025-11-17 08:04:00,CUST18257,Customer_03686,ACC27462,ACC57417,4624.1,CARD,Hyderabad,DEV095455,10.238.169.93,PENDING,LOW,NORMAL,LOW
TXN0500003,2025-10-04 00:05:00,CUST48814,Customer_34701,ACC15390,ACC57227,45426.6,UPI,Chennai,DEV122619,10.10.30.55,VERIFIED,MEDIUM,NORMAL,LOW
TXN0500004,2025-11-21 21:37:00,CUST38664,Customer_09787,ACC50285,ACC35960,26660.43,RTGS,Bengaluru,DEV143753,10.109.156.106,PENDING,LOW,NORMAL,LOW
TXN0500005,2025-07-01 08:43:00,CUST17289,Customer_45408,ACC06205,ACC22338,21545.76,RTGS,Mumbai,DEV041378,10.94.122.22,PENDING,HIGH,NORMAL,LOW
TXN0500006,2025-06-06 09:48:00,CUST21149,Customer_45413,ACC48452,ACC18275,11015.76,CARD,Bengaluru,DEV181280,10.192.250.47,PENDING,HIGH,NORMAL,LOW
TXN0500007,2025-05-31 02:51:00,CUST01320,Customer_04706,ACC06428,ACC43845,37370.36,RTGS,Delhi,DEV178045,10.255.163.184,VERIFIED,LOW,NORMAL,LOW
TXN0500008,2025-07-12 22:44:00,CUST25253,Customer_16708,ACC14282,ACC27177,36986.35,CARD,Mumbai,DEV128348,10.160.50.196,VERIFIED,HIGH,NORMAL,LOW
TXN0500009,2025-03-27 21:43:00,CUST26850,Customer_03334,ACC01046,ACC59155,19840.7,UPI,Delhi,DEV072878,10.239.21.234,VERIFIED,MEDIUM,NORMAL,LOW
TXN0500010,2025-05-04 11:59:00,CUST24586,Customer_04748,ACC50141,ACC00280,41381.03,RTGS,Delhi,DEV163866,10.28.121.63,PENDING,MEDIUM,NORMAL,LOW
TXN0500011,2025-07-13 20:06:00,CUST20729,Customer_44219,ACC35683,ACC37612,11657.27,CARD,Mumbai,DEV146495,10.187.27.158,PENDING,LOW,NORMAL,LOW
TXN0500012,2025-08-19 16:20:00,CUST18568,Customer_25321,ACC12313,ACC33703,49820.05,IMPS,Kolkata,DEV063884,10.243.41.184,VERIFIED,MEDIUM,NORMAL,LOW
TXN0500013,2025-11-05 10:51:00,CUST34214,Customer_16100,ACC52656,ACC15297,33035.39,NEFT,Chennai,DEV033672,10.123.223.161,PENDING,LOW,NORMAL,LOW
TXN0500014,2025-10-26 21:44:00,CUST08013,Customer_49995,ACC41098,ACC14748,9605.09,CARD,Mumbai,DEV111398,10.240.74.240,VERIFIED,LOW,NORMAL,LOW
TXN0500015,2025-11-14 23:12:00,CUST20339,Customer_40898,ACC30712,ACC43651,19679.3,NEFT,Mumbai,DEV157272,10.204.17.250,PENDING,HIGH,NORMAL,LOW
TXN0500016,2025-12-15 21:10:00,CUST46673,Customer_12256,ACC35226,ACC07521,29468.7,CARD,Mumbai,DEV041715,10.98.190.177,PENDING,LOW,NORMAL,LOW
TXN0500017,2025-08-25 19:42:00,CUST09709,Customer_18640,ACC42084,ACC23300,1254.84,UPI,Mumbai,DEV179120,10.248.167.16,VERIFIED,HIGH,NORMAL,LOW
TXN0500018,2025-12-25 14:33:00,CUST14308,Customer_30008,ACC46457,ACC30597,10134.41,IMPS,Kolkata,DEV105157,10.151.237.128,PENDING,MEDIUM,NORMAL,LOW
TXN0500019,2025-10-18 09:58:00,CUST24059,Customer_22670,ACC44747,ACC38102,39460.23,RTGS,Chennai,DEV009259,10.44.120.26,VERIFIED,LOW,NORMAL,LOW
TXN0500020,2025-11-21 17:43:00,CUST07731,Customer_38334,ACC56100,ACC39103,40699.18,CARD,Hyderabad,DEV100324,10.120.0.60,VERIFIED,MEDIUM,NORMAL,LOW
TXN0500021,2025-06-22 00:49:00,CUST22003,Customer_00278,ACC27037,ACC22477,27685.56,IMPS,Bengaluru,DEV149645,10.113.148.158,VERIFIED,HIGH,NORMAL,LOW
TXN0500022,2025-09-11 16:49:00,CUST37152,Customer_47669,ACC03586,ACC46016,22045.14,RTGS,Delhi,DEV068792,10.2.156.22,VERIFIED,LOW,NORMAL,LOW
TXN0500023,2025-01-20 18:08:00,CUST49055,Customer_32654,ACC38462,ACC44758,43957.79,RTGS,Bengaluru,DEV170391,10.142.30.158,VERIFIED,MEDIUM,NORMAL,LOW
TXN0500024,2025-07-28 04:17:00,CUST10245,Customer_38050,ACC57779,ACC46516,20129.79,RTGS,Hyderabad,DEV071195,10.160.125.146,VERIFIED,MEDIUM,NORMAL,LOW
TXN0500025,2025-10-11 06:44:00,CUST24794,Customer_02529,ACC24616,ACC11866,28261.66,UPI,Kolkata,DEV105029,10.241.130.133,VERIFIED,MEDIUM,NORMAL,LOW
TXN0500026,2025-05-25 01:40:00,CUST39576,Customer_28410,ACC40725,ACC35868,48450.02,IMPS,Delhi,DEV061115,10.194.172.219,PENDING,LOW,NORMAL,LOW
TXN0500027,2025-10-16 16:23:00,CUST05969,Customer_14951,ACC10568,ACC50874,36561.81,RTGS,Delhi,DEV187322,10.111.234.85,VERIFIED,LOW,NORMAL,LOW
