transactionId,timestamp,customerId,customerName,accountId,receiverAccount,amountINR,transactionType,branch,deviceId,ipAddress,kycStatus,riskProfile,amlScenario,expectedRisk
TXN0600001,2025-02-24 03:04:00,CUST08603,Customer_01472,ACC18449,ACC49154,13641.48,IMPS,Hyderabad,DEV100248,10.188.154.208,PENDING,HIGH,NORMAL,LOW
TXN0600002,2025-12-14 17:05:00,CUST39408,Customer_23626,ACC40417,ACC12056,43367.92,IMPS,Kolkata,DEV120589,10.182.115.200,VERIFIED,LOW,NORMAL,LOW
TXN0600003,2025-12-19 13:54:00,CUST15301,Customer_38745,ACC24128,ACC09649,48262.93,UPI,Delhi,DEV073318,10.91.219.94,VERIFIED,LOW,NORMAL,LOW
TXN0600004,2025-08-18 00:51:00,CUST00790,Customer_21453,ACC31630,ACC56782,31798.67,CARD,Delhi,DEV125766,10.241.185.99,PENDING,MEDIUM,NORMAL,LOW
TXN0600005,2025-03-07 06:01:00,CUST05955,Customer_06745,ACC56310,ACC03740,38227.69,IMPS,Chennai,DEV075724,10.171.67.233,PENDING,LOW,NORMAL,LOW
TXN0600006,2025-12-15 04:56:00,CUST33431,Customer_39700,ACC43928,ACC37554,37282.67,CARD,Delhi,DEV014114,10.31.247.123,PENDING,LOW,NORMAL,LOW
TXN0600007,2025-11-04 15:23:00,CUST02046,Customer_39152,ACC16094,ACC49754,17894.6,NEFT,Kolkata,DEV155030,10.242.173.171,PENDING,MEDIUM,NORMAL,LOW
TXN0600008,2025-07-17 22:23:00,CUST32361,Customer_10833,ACC24288,ACC58932,48623.5,RTGS,Hyderabad,DEV085283,10.138.168.121,PENDING,MEDIUM,NORMAL,LOW
TXN0600009,2025-12-05 12:18:00,CUST36233,Customer_17846,ACC15760,ACC03650,43143.96,RTGS,Chennai,DEV142284,10.11.168.40,VERIFIED,HIGH,NORMAL,LOW
TXN0600010,2025-12-01 19:36:00,CUST10994,Customer_47348,ACC11384,ACC22877,36848.42,NEFT,Bengaluru,DEV122948,10.37.4.151,VERIFIED,MEDIUM,NORMAL,LOW
TXN0600011,2025-09-26 22:25:00,CUST28016,Customer_34888,ACC34704,ACC08844,22516.46,CARD,Chennai,DEV150359,10.144.206.120,VERIFIED,MEDIUM,NORMAL,LOW
TXN0600012,2025-04-16 20:34:00,CUST44275,Customer_43462,ACC01701,ACC08823,36097.76,IMPS,Mumbai,DEV049899,10.54.204.155,PENDING,HIGH,NORMAL,LOW
TXN0600013,2025-03-16 18:35:00,CUST04883,Customer_06462,ACC10163,ACC13503,43140.1,CARD,Hyderabad,DEV112223,10.188.105.156,PENDING,MEDIUM,NORMAL,LOW
TXN0600014,2025-03-08 08:32:00,CUST23426,Customer_30498,ACC57142,ACC42662,13762.32,RTGS,Hyderabad,DEV127805,10.136.103.150,PENDING,HIGH,NORMAL,LOW
TXN0600015,2025-01-01 19:35:00,CUST18495,Customer_32170,ACC25734,ACC51331,676.66,NEFT,Chennai,DEV123103,10.198.68.195,VERIFIED,HIGH,NORMAL,LOW
TXN0600016,2025-03-06 08:57:00,CUST14738,Customer_39532,ACC13271,ACC20320,11889.75,UPI,Kolkata,DEV079101,10.21.5.78,PENDING,MEDIUM,NORMAL,LOW
TXN0600017,2025-08-02 01:03:00,CUST12839,Customer_37567,ACC53812,ACC51145,18910.8,IMPS,Chennai,DEV107404,10.86.169.184,PENDING,HIGH,NORMAL,LOW
TXN0600018,2025-05-30 06:47:00,CUST01765,Customer_34286,ACC39121,ACC49603,35558.14,IMPS,Chennai,DEV016446,10.229.231.67,PENDING,LOW,NORMAL,LOW
TXN0600019,2025-10-02 01:57:00,CUST06898,Customer_36433,ACC58892,ACC48550,11956.87,UPI,Bengaluru,DEV011927,10.142.33.205,VERIFIED,MEDIUM,NORMAL,LOW
TXN0600020,2025-10-11 08:11:00,CUST22100,Customer_35170,ACC45349,ACC32625,14430.62,UPI,Chennai,DEV178667,10.173.238.127,VERIFIED,MEDIUM,NORMAL,LOW
TXN0600021,2025-12-20 14:49:00,CUST49713,Customer_45361,ACC58333,ACC21584,12507.69,CARD,Delhi,DEV082211,10.201.192.167,VERIFIED,LOW,NORMAL,LOW
TXN0600022,2025-05-29 12:39:00,CUST24066,Customer_04809,ACC28200,ACC44282,8099.63,CARD,Delhi,DEV170354,10.54.55.80,PENDING,LOW,NORMAL,LOW
TXN0600023,2025-06-01 05:02:00,CUST37286,Customer_35846,ACC32804,ACC33414,24995.68,CARD,Chennai,DEV014428,10.76.207.153,VERIFIED,HIGH,NORMAL,LOW
TXN0600024,2025-09-23 21:31:00,CUST19897,Customer_33022,ACC44693,ACC43416,112.31,UPI,Hyderabad,DEV080289,10.25.3.80,VERIFIED,HIGH,NORMAL,LOW
TXN0600025,2025-07-12 22:33:00,CUST40150,Customer_07696,ACC23590,ACC13790,35798.67,NEFT,Kolkata,DEV145897,10.240.136.65,PENDING,HIGH,NORMAL,LOW
TXN0600026,2025-12-21 16:56:00,CUST32268,Customer_26882,ACC59202,ACC33411,7477.64,IMPS,Hyderabad,DEV036711,10.253.219.157,VERIFIED,HIGH,NORMAL,LOW
TXN0600027,2025-10-25 16:24:00,CUST26108,Customer_03464,ACC59255,ACC32709,19329.12,RTGS,Mumbai,DEV103104,10.170.244.119,VERIFIED,HIGH,NORMAL,LOW
TXN0600028,2025-08-27 01:56:00,CUST26436,Customer_49311,ACC03961,ACC48827,6456.69,CARD,Hyderabad,DEV160838,10.120.173.248,PENDING,LOW,NORMAL,LOW
TXN0600029,2025-04-04 16:35:00,CUST23751,Customer_22752,ACC06520,ACC32988,29825.31,NEFT,Kolkata,DEV005944,10.136.95.77,VERIFIED,HIGH,NORMAL,LOW
TXN0600030,2025-08-02 21:23:00,CUST22598,Customer_49124,ACC47959,ACC31374,24445.7,RTGS,Hyderabad,DEV082861,10.173.76.194,VERIFIED,HIGH,NORMAL,LOW
TXN0600031,2025-10-16 18:55:00,CUST06412,Customer_35050,ACC47022,ACC55587,44085.67,CARD,Delhi,DEV032650,10.166.92.171,VERIFIED,MEDIUM,NORMAL,LOW
TXN0600032,2025-07-01 09:58:00,CUST45532,Customer_38285,ACC26589,ACC40951,535.43,UPI,Mumbai,DEV119522,10.22.102.234,VERIFIED,HIGH,NORMAL,LOW
TXN0600033,2025-07-25 18:11:00,CUST35943,Customer_14109,ACC56822,ACC42293,22976.06,NEFT,Hyderabad,DEV007458,10.189.72.227,VERIFIED,HIGH,NORMAL,LOW
TXN0600034,2025-06-20 20:27:00,CUST10476,Customer_07344,ACC17365,ACC34453,14409.62,RTGS,Chennai,DEV056548,10.154.200.52,VERIFIED,MEDIUM,NORMAL,LOW
TXN0600035,2025-10-04 07:48:00,CUST27283,Customer_10685,ACC39435,ACC24606,20818.23,IMPS,Hyderabad,DEV179278,10.101.133.27,PENDING,HIGH,NORMAL,LOW
TXN0600036,2025-07-26 00:27:00,CUST08322,Customer_43852,ACC29510,ACC16847,11219.75,CARD,Bengaluru,DEV065946,10.6.21.243,VERIFIED,LOW,NORMAL,LOW
TXN0600037,2025-12-09 00:10:00,CUST31927,Customer_02710,ACC38364,ACC09247,31828.96,RTGS,Delhi,DEV070321,10.84.201.136,VERIFIED,HIGH,NORMAL,LOW
TXN0600038,2025-10-27 09:18:00,CUST10780,Customer_42923,ACC00024,ACC36607,5814.54,RTGS,Hyderabad,DEV016489,10.36.25.240,VERIFIED,HIGH,NORMAL,LOW
TXN0600039,2025-11-21 16:11:00,CUST47763,Customer_12025,ACC42198,ACC27079,4948.31,RTGS,Mumbai,DEV016092,10.121.237.89,VERIFIED,HIGH,NORMAL,LOW
TXN0600040,2025-06-16 23:23:00,CUST30533,Customer_46739,ACC14397,ACC06752,21688.84,CARD,Chennai,DEV085444,10.234.22.18,PENDING,LOW,NORMAL,LOW
TXN0600041,2025-01-05 21:52:00,CUST35655,Customer_26678,ACC41686,ACC37336,41374.81,RTGS,Delhi,DEV060176,10.25.18.41,VERIFIED,HIGH,NORMAL,LOW
TXN0600042,2025-08-05 14:54:00,CUST34130,Customer_20014,ACC34046,ACC18976,37461.72,IMPS,Bengaluru,DEV036790,10.33.239.133,VERIFIED,MEDIUM,NORMAL,LOW
TXN0600043,2025-05-21 08:02:00,CUST24920,Customer_30361,ACC58051,ACC40755,17100.98,CARD,Chennai,DEV130057,10.20.110.118,VERIFIED,MEDIUM,NORMAL,LOW
TXN0600044,2025-04-07 18:05:00,CUST30953,Customer_02161,ACC39810,ACC48513,39559.19,NEFT,Hyderabad,DEV027738,10.90.135.51,PENDING,MEDIUM,NORMAL,LOW
TXN0600045,2025-04-25 20:08:00,CUST36865,Customer_31455,ACC28117,ACC20200,11715.67,CARD,Kolkata,DEV087135,10.197.78.40,VERIFIED,HIGH,NORMAL,LOW
TXN0600046,2025-01-15 03:14:00,CUST32074,Customer_37026,ACC22913,ACC18633,15924.05,CARD,Delhi,DEV116016,10.99.229.190,PENDING,LOW,NORMAL,LOW
TXN0600047,2025-01-07 04:39:00,CUST06359,Customer_00407,ACC53985,ACC35635,28330.24,CARD,Hyderabad,DEV025975,10.23.115.128,VERIFIED,HIGH,NORMAL,LOW
TXN0600048,2025-09-24 15:54:00,CUST44270,Customer_13981,ACC16386,ACC28520,45336.47,RTGS,Kolkata,DEV065893,10.253.179.248,VERIFIED,HIGH,NORMAL,LOW
TXN0600049,2025-04-15 07:09:00,CUST04446,Customer_40506,ACC23757,ACC42313,10227.73,CARD,Hyderabad,DEV073608,10.42.32.221,VERIFIED,HIGH,NORMAL,LOW
TXN0600050,2025-06-20 12:51:00,CUST20355,Customer_09376,ACC43610,ACC01355,10718.52,NEFT,Bengaluru,DEV027696,10.40.208.229,VERIFIED,LOW,NORMAL,LOW
TXN0600051,2025-10-26 19:15:00,CUST36608,Customer_20548,ACC59046,ACC42387,2865.74,NEFT,Chennai,DEV127301,10.124.57.158,VERIFIED,MEDIUM,NORMAL,LOW
TXN0600052,2025-09-04 00:49:00,CUST21619,Customer_10750,ACC52039,ACC35946,27173.81,IMPS,Delhi,DEV079656,10.88.104.87,VERIFIED,HIGH,NORMAL,LOW
TXN0600053,2025-06-04 19:21:00,CUST34922,Customer_08045,ACC29678,ACC52631,21865.25,NEFT,Bengaluru,DEV145499,10.57.108.170,VERIFIED,MEDIUM,NORMAL,LOW
TXN0600054,2025-08-14 01:07:00,CUST15592,Customer_11959,ACC21147,ACC33795,14906.17,RTGS,Hyderabad,DEV162186,10.128.255.45,VERIFIED,HIGH,NORMAL,LOW
TXN0600055,2025-11-14 00:46:00,CUST47508,Customer_01467,ACC06643,ACC41813,5248.58,CARD,Hyderabad,DEV027308,10.163.161.122,VERIFIED,MEDIUM,NORMAL,LOW
TXN0600056,2025-12-02 05:38:00,CUST11846,Customer_40137,ACC18525,ACC57114,18760.14,UPI,Delhi,DEV137898,10.23.67.14,PENDING,HIGH,NORMAL,LOW
TXN0600057,2025-01-14 15:01:00,CUST00673,Customer_14546,ACC59484,ACC14820,48990.95,IMPS,Kolkata,DEV097313,10.33.146.73,PENDING,LOW,NORMAL,LOW
