transactionId,timestamp,customerId,customerName,accountId,receiverAccount,amountINR,transactionType,branch,deviceId,ipAddress,kycStatus,riskProfile,amlScenario,expectedRisk
TXN0700001,2025-07-27 09:59:00,CUST09593,Customer_30991,ACC23718,ACC04985,47223.52,NEFT,Hyderabad,DEV030277,10.12.65.228,VERIFIED,LOW,NORMAL,LOW
TXN0700002,2025-06-05 01:12:00,CUST21351,Customer_24853,ACC07215,ACC18409,43323.16,UPI,Chennai,DEV193853,10.157.16.244,PENDING,MEDIUM,NORMAL,LOW
TXN0700003,2025-05-27 00:43:00,CUST36101,Customer_45061,ACC36572,ACC34757,18599.3,RTGS,Mumbai,DEV078468,10.5.123.251,VERIFIED,LOW,NORMAL,LOW
TXN0700004,2025-04-03 02:54:00,CUST36271,Customer_33524,ACC03742,ACC59072,15119.3,IMPS,Kolkata,DEV022732,10.77.155.13,VERIFIED,MEDIUM,NORMAL,LOW
TXN0700005,2025-01-07 09:04:00,CUST03844,Customer_05793,ACC31941,ACC55185,12290.72,IMPS,Mumbai,DEV154995,10.16.115.15,VERIFIED,HIGH,NORMAL,LOW
TXN0700006,2025-02-20 19:43:00,CUST10696,Customer_16342,ACC53815,ACC37853,29191.67,RTGS,Bengaluru,DEV035398,10.212.143.241,PENDING,MEDIUM,NORMAL,LOW
TXN0700007,2025-07-20 20:18:00,CUST02479,Customer_36092,ACC38496,ACC30275,3313.8,RTGS,Hyderabad,DEV136205,10.200.229.69,VERIFIED,LOW,NORMAL,LOW
TXN0700008,2025-08-05 23:11:00,CUST29444,Customer_11626,ACC19591,ACC05418,9896.04,RTGS,Hyderabad,DEV145218,10.43.18.54,VERIFIED,HIGH,NORMAL,LOW
TXN0700009,2025-06-15 04:10:00,CUST00558,Customer_41790,ACC10494,ACC41352,21979.83,IMPS,Delhi,DEV059342,10.202.191.79,PENDING,MEDIUM,NORMAL,LOW
TXN0700010,2025-01-29 09:47:00,CUST22540,Customer_21608,ACC37805,ACC27279,42333.87,IMPS,Hyderabad,DEV102223,10.235.41.153,VERIFIED,LOW,NORMAL,LOW
TXN0700011,2025-12-07 06:24:00,CUST04582,Customer_24747,ACC21040,ACC55258,26231.54,RTGS,Kolkata,DEV197428,10.22.152.177,VERIFIED,HIGH,NORMAL,LOW
TXN0700012,2025-02-08 08:10:00,CUST41887,Customer_16713,ACC56734,ACC26636,43987.36,NEFT,Hyderabad,DEV111203,10.226.77.143,VERIFIED,LOW,NORMAL,LOW
TXN0700013,2025-05-28 13:04:00,CUST29091,Customer_26164,ACC50456,ACC17068,27626.14,RTGS,Mumbai,DEV172945,10.56.69.69,VERIFIED,MEDIUM,NORMAL,LOW
TXN0700014,2025-07-27 13:02:00,CUST33814,Customer_36745,ACC41818,ACC38278,6665.0,RTGS,Chennai,DEV087076,10.106.124.199,PENDING,HIGH,NORMAL,LOW
TXN0700015,2025-09-21 18:43:00,CUST09223,Customer_09987,ACC58210,ACC14989,14944.77,RTGS,Bengaluru,DEV049179,10.69.137.36,PENDING,LOW,NORMAL,LOW
TXN0700016,2025-04-06 08:58:00,CUST18502,Customer_05633,ACC49719,ACC20321,22512.37,UPI,Chennai,DEV098854,10.201.197.27,VERIFIED,HIGH,NORMAL,LOW
TXN0700017,2025-05-18 13:27:00,CUST20223,Customer_15488,ACC35218,ACC23282,22697.22,UPI,Bengaluru,DEV081284,10.120.82.7,VERIFIED,HIGH,NORMAL,LOW
TXN0700018,2025-09-01 23:51:00,CUST45858,Customer_42376,ACC32378,ACC50466,1808.27,CARD,Chennai,DEV072845,10.150.239.114,VERIFIED,HIGH,NORMAL,LOW
TXN0700019,2025-08-01 21:54:00,CUST05270,Customer_48846,ACC12762,ACC33895,35153.35,UPI,Mumbai,DEV017434,10.29.151.167,PENDING,HIGH,NORMAL,LOW
TXN0700020,2025-12-08 05:28:00,CUST20715,Customer_15937,ACC08070,ACC49660,2273.1,UPI,Bengaluru,DEV084361,10.145.215.113,PENDING,MEDIUM,NORMAL,LOW
TXN0700021,2025-11-10 22:32:00,CUST06389,Customer_41603,ACC01826,ACC18335,9212.42,NEFT,Hyderabad,DEV141414,10.15.147.24,VERIFIED,LOW,NORMAL,LOW
TXN0700022,2025-10-01 05:07:00,CUST48113,Customer_27340,ACC01660,ACC14371,27072.39,NEFT,Kolkata,DEV130386,10.139.244.175,VERIFIED,HIGH,NORMAL,LOW
TXN0700023,2025-04-14 02:14:00,CUST07355,Customer_06826,ACC34028,ACC29567,15847.66,UPI,Chennai,DEV180154,10.208.150.130,VERIFIED,MEDIUM,NORMAL,LOW
TXN0700024,2025-10-03 15:34:00,CUST17060,Customer_42720,ACC09167,ACC10724,13397.68,UPI,Delhi,DEV137974,10.180.126.37,VERIFIED,HIGH,NORMAL,LOW
TXN0700025,2025-05-01 20:40:00,CUST18993,Customer_35545,ACC15371,ACC32787,35530.75,UPI,Chennai,DEV016236,10.117.29.227,PENDING,HIGH,NORMAL,LOW
TXN0700026,2025-03-15 07:40:00,CUST07252,Customer_44312,ACC05699,ACC53959,42893.34,RTGS,Chennai,DEV125103,10.12.173.159,VERIFIED,LOW,NORMAL,LOW
TXN0700027,2025-02-03 05:49:00,CUST18199,Customer_09000,ACC41277,ACC07199,35623.81,CARD,Delhi,DEV154958,10.59.126.87,VERIFIED,LOW,NORMAL,LOW
