transactionId,timestamp,customerId,customerName,accountId,receiverAccount,amountINR,transactionType,branch,deviceId,ipAddress,kycStatus,riskProfile,amlScenario,expectedRisk
TXN0100001,2025-08-24 12:43:00,CUST36093,Customer_27909,ACC12984,ACC02498,47283.15,RTGS,Mumbai,DEV013184,10.0.56.145,PENDING,HIGH,NORMAL,LOW
TXN0100002,2025-09-28 15:27:00,CUST07202,Customer_24905,ACC02339,ACC27611,21895.85,CARD,Chennai,DEV087255,10.250.64.37,VERIFIED,HIGH,NORMAL,LOW
TXN0100003,2025-05-16 21:18:00,CUST01371,Customer_08509,ACC55088,ACC03115,24495.04,CARD,Delhi,DEV164214,10.120.74.186,VERIFIED,HIGH,NORMAL,LOW
TXN0100004,2025-10-20 03:19:00,CUST37470,Customer_32969,ACC06989,ACC42832,4162129.98,IMPS,Hyderabad,DEV131734,10.185.198.231,VERIFIED,LOW,LAYERING,CRITICAL
TXN0100005,2025-09-24 21:42:00,CUST04772,Customer_31550,ACC15492,ACC35126,3136.11,CARD,Bengaluru,DEV052770,10.34.76.248,VERIFIED,HIGH,NORMAL,LOW
TXN0100006,2025-06-26 10:53:00,CUST34293,Customer_23666,ACC21972,ACC32192,19319.38,RTGS,Mumbai,DEV026868,10.31.171.38,VERIFIED,HIGH,NORMAL,LOW
TXN0100007,2025-04-21 22:09:00,CUST09864,Customer_39314,ACC55756,ACC21297,48928.46,CARD,Mumbai,DEV028056,10.15.81.133,PENDING,HIGH,NORMAL,LOW
TXN0100008,2025-01-14 07:45:00,CUST40486,Customer_14545,ACC00481,ACC14770,22192.48,IMPS,Bengaluru,DEV031408,10.87.83.74,PENDING,HIGH,NORMAL,LOW
TXN0100009,2025-05-09 14:08:00,CUST18736,Customer_11913,ACC09077,ACC58622,23928.26,NEFT,Bengaluru,DEV059264,10.21.34.103,VERIFIED,LOW,NORMAL,LOW
TXN0100010,2025-11-26 06:25:00,CUST44674,Customer_25892,ACC02106,ACC04334,14999.49,NEFT,Kolkata,DEV052516,10.95.64.230,VERIFIED,LOW,NORMAL,LOW
TXN0100011,2025-08-05 16:36:00,CUST09525,Customer_20599,ACC35765,ACC45095,44429.34,UPI,Hyderabad,DEV011898,10.227.142.75,PENDING,HIGH,NORMAL,LOW
TXN0100012,2025-09-02 07:53:00,CUST05468,Customer_47976,ACC25446,ACC52113,26942.16,NEFT,Bengaluru,DEV069774,10.91.27.108,VERIFIED,HIGH,NORMAL,LOW
TXN0100013,2025-05-09 08:37:00,CUST36360,Customer_27296,ACC43658,ACC01810,10274.17,RTGS,Bengaluru,DEV160912,10.159.33.155,VERIFIED,HIGH,NORMAL,LOW
TXN0100014,2025-06-01 03:52:00,CUST45209,Customer_49917,ACC37508,ACC12757,43926.48,UPI,Chennai,DEV047190,10.55.73.210,VERIFIED,HIGH,NORMAL,LOW
TXN0100015,2025-04-07 14:26:00,CUST18701,Customer_10343,ACC12690,ACC39709,19570.45,CARD,Kolkata,DEV138561,10.193.86.200,VERIFIED,LOW,NORMAL,LOW
TXN0100016,2025-07-09 07:27:00,CUST26513,Customer_15971,ACC10649,ACC49118,4858.07,IMPS,Kolkata,DEV036266,10.83.121.124,PENDING,HIGH,NORMAL,LOW
TXN0100017,2025-11-27 12:27:00,CUST34542,Customer_28284,ACC51675,ACC12530,24336.26,RTGS,Bengaluru,DEV002917,10.91.88.190,PENDING,HIGH,NORMAL,LOW
TXN0100018,2025-12-25 20:58:00,CUST01414,Customer_40718,ACC56926,ACC14608,16501.71,UPI,Bengaluru,DEV108972,10.9.6.58,PENDING,HIGH,NORMAL,LOW
TXN0100019,2025-04-25 20:49:00,CUST36096,Customer_07182,ACC00279,ACC13437,20486.66,UPI,Hyderabad,DEV100539,10.218.127.48,VERIFIED,MEDIUM,NORMAL,LOW
TXN0100020,2025-06-19 08:04:00,CUST38969,Customer_32830,ACC29411,ACC02552,21053.89,RTGS,Delhi,DEV065455,10.240.118.14,VERIFIED,MEDIUM,NORMAL,LOW
TXN0100021,2025-04-17 21:10:00,CUST45591,Customer_21356,ACC20084,ACC33291,7105.03,IMPS,Kolkata,DEV016792,10.203.102.7,VERIFIED,MEDIUM,NORMAL,LOW
TXN0100022,2025-02-09 20:32:00,CUST01194,Customer_32226,ACC20866,ACC46512,30081.48,RTGS,Chennai,DEV066184,10.167.148.168,VERIFIED,LOW,NORMAL,LOW
TXN0100023,2025-08-01 22:39:00,CUST24428,Customer_16398,ACC25752,ACC00638,8357.61,NEFT,Delhi,DEV083536,10.189.232.190,VERIFIED,LOW,NORMAL,LOW
TXN0100024,2025-12-24 04:24:00,CUST39702,Customer_08636,ACC58453,ACC11420,18613.34,UPI,Bengaluru,DEV030851,10.51.117.74,VERIFIED,LOW,NORMAL,LOW
TXN0100025,2025-09-08 12:52:00,CUST04648,Customer_25749,ACC48843,ACC34553,7579.15,IMPS,Kolkata,DEV079275,10.97.93.103,VERIFIED,LOW,NORMAL,LOW
TXN0100026,2025-09-13 14:43:00,CUST09229,Customer_19744,ACC37873,ACC22061,48342.44,CARD,Hyderabad,DEV099353,10.220.233.147,VERIFIED,MEDIUM,NORMAL,LOW
TXN0100027,2025-11-09 22:19:00,CUST41300,Customer_09010,ACC40747,ACC10379,47353.35,IMPS,Mumbai,DEV158616,10.147.238.193,VERIFIED,HIGH,NORMAL,LOW
TXN0100028,2025-08-08 03:43:00,CUST45303,Customer_03650,ACC00629,ACC52152,23189.72,NEFT,Hyderabad,DEV017328,10.118.94.127,VERIFIED,LOW,NORMAL,LOW
TXN0100029,2025-10-02 07:37:00,CUST33563,Customer_14488,ACC20464,ACC02529,27924.14,NEFT,Bengaluru,DEV172014,10.131.251.149,VERIFIED,HIGH,NORMAL,LOW
TXN0100030,2025-06-30 13:36:00,CUST39785,Customer_43322,ACC59689,ACC31602,45389.12,IMPS,Kolkata,DEV092970,10.186.25.243,VERIFIED,LOW,NORMAL,LOW
TXN0100031,2025-04-29 21:09:00,CUST17827,Customer_47980,ACC13088,ACC22378,26632.61,UPI,Delhi,DEV070758,10.113.28.49,VERIFIED,LOW,NORMAL,LOW
TXN0100032,2025-12-23 16:14:00,CUST32563,Customer_36641,ACC45827,ACC17133,42728.79,NEFT,Kolkata,DEV055076,10.77.1.113,PENDING,HIGH,NORMAL,LOW
TXN0100033,2025-12-29 20:14:00,CUST45569,Customer_29498,ACC35250,ACC52531,26953.01,CARD,Delhi,DEV172677,10.127.162.27,VERIFIED,LOW,NORMAL,LOW
TXN0100034,2025-08-04 20:36:00,CUST07407,Customer_21184,ACC20838,ACC54354,45843.52,UPI,Mumbai,DEV148714,10.26.235.19,PENDING,LOW,NORMAL,LOW
TXN0100035,2025-06-28 15:21:00,CUST46364,Customer_05672,ACC37918,ACC38873,18143.37,CARD,Bengaluru,DEV081448,10.53.28.91,PENDING,HIGH,NORMAL,LOW
TXN0100036,2025-01-31 01:27:00,CUST06506,Customer_06947,ACC45068,ACC23864,2909.91,UPI,Kolkata,DEV095547,10.59.219.248,VERIFIED,LOW,NORMAL,LOW
TXN0100037,2025-10-23 13:48:00,CUST39016,Customer_46501,ACC21792,ACC28207,38391.42,CARD,Mumbai,DEV016536,10.23.114.53,VERIFIED,LOW,NORMAL,LOW
TXN0100038,2025-03-10 19:44:00,CUST40511,Customer_35133,ACC43139,ACC45839,14497.87,UPI,Chennai,DEV023736,10.83.185.155,PENDING,LOW,NORMAL,LOW
TXN0100039,2025-01-04 07:34:00,CUST09713,Customer_15927,ACC13092,ACC00955,12675.96,UPI,Bengaluru,DEV184927,10.58.87.96,VERIFIED,LOW,NORMAL,LOW
TXN0100040,2025-12-06 14:30:00,CUST36648,Customer_36300,ACC50644,ACC24744,48457.33,NEFT,Hyderabad,DEV042525,10.254.229.100,PENDING,LOW,NORMAL,LOW
TXN0100041,2025-07-30 10:08:00,CUST09848,Customer_44463,ACC51564,ACC00793,41839.13,UPI,Kolkata,DEV178897,10.162.220.140,VERIFIED,MEDIUM,NORMAL,LOW
TXN0100042,2025-04-24 08:46:00,CUST16649,Customer_06962,ACC39481,ACC28674,17227.06,NEFT,Chennai,DEV049836,10.76.187.42,PENDING,HIGH,NORMAL,LOW
TXN0100043,2025-02-23 03:12:00,CUST06419,Customer_25684,ACC15051,ACC22113,2646.26,RTGS,Bengaluru,DEV076830,10.117.147.107,VERIFIED,MEDIUM,NORMAL,LOW
TXN0100044,2025-01-26 21:51:00,CUST29138,Customer_00375,ACC11819,ACC31799,39662.66,UPI,Chennai,DEV121782,10.102.204.218,VERIFIED,LOW,NORMAL,LOW
TXN0100045,2025-02-10 18:09:00,CUST13442,Customer_06703,ACC10162,ACC26305,11467.75,CARD,Hyderabad,DEV008184,10.214.59.215,VERIFIED,MEDIUM,NORMAL,LOW
TXN0100046,2025-03-29 10:13:00,CUST24036,Customer_00820,ACC49937,ACC53955,4619.22,IMPS,Hyderabad,DEV104546,10.124.120.17,PENDING,HIGH,NORMAL,LOW
TXN0100047,2025-03-05 21:09:00,CUST37588,Customer_06729,ACC55301,ACC18702,37785.26,UPI,Delhi,DEV179987,10.144.191.30,VERIFIED,HIGH,NORMAL,LOW
TXN0100048,2025-09-07 11:09:00,CUST10743,Customer_05365,ACC30673,ACC18153,45150.58,RTGS,Kolkata,DEV150524,10.235.40.90,PENDING,MEDIUM,NORMAL,LOW
TXN0100049,2025-12-19 02:50:00,CUST26838,Customer_44139,ACC19157,ACC51354,27846.46,UPI,Hyderabad,DEV033669,10.14.131.30,PENDING,LOW,NORMAL,LOW
