transactionId,timestamp,customerId,customerName,accountId,receiverAccount,amountINR,transactionType,branch,deviceId,ipAddress,kycStatus,riskProfile,amlScenario,expectedRisk
TXN0800001,2025-06-08 11:07:00,CUST23866,Customer_42115,ACC22556,ACC01547,48419.5,NEFT,Bengaluru,DEV086738,10.125.187.36,PENDING,MEDIUM,NORMAL,LOW
TXN0800002,2025-08-08 11:49:00,CUST49388,Customer_19541,ACC46808,ACC56907,20986.27,CARD,Hyderabad,DEV131247,10.242.246.78,VERIFIED,HIGH,NORMAL,LOW
TXN0800003,2025-01-24 15:40:00,CUST45116,Customer_13135,ACC37010,ACC56649,48775.91,IMPS,Bengaluru,DEV040191,10.73.185.249,VERIFIED,HIGH,NORMAL,LOW
TXN0800004,2025-03-10 00:49:00,CUST28690,Customer_14454,ACC51426,ACC08663,24687.77,CARD,Hyderabad,DEV032507,10.53.151.199,VERIFIED,HIGH,NORMAL,LOW
TXN0800005,2025-07-21 22:45:00,CUST24505,Customer_01816,ACC44276,ACC20119,49220.03,CARD,Mumbai,DEV058299,10.14.26.74,VERIFIED,LOW,NORMAL,LOW
TXN0800006,2025-12-13 03:36:00,CUST20000,Customer_12117,ACC41013,ACC28168,49884.39,RTGS,Hyderabad,DEV043303,10.243.100.165,PENDING,HIGH,NORMAL,LOW
TXN0800007,2025-12-26 13:29:00,CUST10956,Customer_31438,ACC18990,ACC21142,9546.61,UPI,Mumbai,DEV191122,10.122.54.226,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800008,2025-05-09 08:05:00,CUST01723,Customer_22348,ACC01094,ACC06176,35544.18,UPI,Bengaluru,DEV161202,10.14.127.164,VERIFIED,HIGH,NORMAL,LOW
TXN0800009,2025-10-17 23:33:00,CUST22706,Customer_48794,ACC24943,ACC21281,23968.54,IMPS,Kolkata,DEV104499,10.148.166.173,VERIFIED,HIGH,NORMAL,LOW
TXN0800010,2025-07-05 08:44:00,CUST42695,Customer_34673,ACC57897,ACC39351,49153.36,UPI,Chennai,DEV107162,10.31.155.97,VERIFIED,HIGH,NORMAL,LOW
TXN0800011,2025-05-31 10:42:00,CUST06031,Customer_44648,ACC28819,ACC16720,3743.54,RTGS,Mumbai,DEV100810,10.123.243.209,VERIFIED,HIGH,NORMAL,LOW
TXN0800012,2025-09-13 23:30:00,CUST31063,Customer_13468,ACC44112,ACC34681,9708.06,UPI,Bengaluru,DEV000222,10.55.240.182,VERIFIED,HIGH,NORMAL,LOW
TXN0800013,2025-08-13 14:52:00,CUST21789,Customer_42733,ACC02920,ACC44681,6353.97,RTGS,Mumbai,DEV051517,10.188.211.181,PENDING,LOW,NORMAL,LOW
TXN0800014,2025-04-03 15:40:00,CUST32169,Customer_23526,ACC45385,ACC33901,10236.4,CARD,Kolkata,DEV042337,10.95.142.200,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800015,2025-09-12 10:59:00,CUST30240,Customer_40692,ACC41849,ACC56660,119.61,UPI,Mumbai,DEV057378,10.235.54.188,PENDING,LOW,NORMAL,LOW
TXN0800016,2025-06-07 03:17:00,CUST02259,Customer_44630,ACC49918,ACC43892,26480.09,NEFT,Chennai,DEV116369,10.121.96.220,VERIFIED,HIGH,NORMAL,LOW
TXN0800017,2025-12-24 00:30:00,CUST04511,Customer_22620,ACC13753,ACC34046,11242.82,UPI,Kolkata,DEV142073,10.173.160.168,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800018,2025-04-13 03:18:00,CUST37539,Customer_06400,ACC41073,ACC22103,6592.63,IMPS,Kolkata,DEV068536,10.218.155.153,VERIFIED,HIGH,NORMAL,LOW
TXN0800019,2025-10-01 22:09:00,CUST07870,Customer_37121,ACC18662,ACC03797,19804.08,RTGS,Bengaluru,DEV167491,10.230.217.204,VERIFIED,LOW,NORMAL,LOW
TXN0800020,2025-10-02 14:21:00,CUST24038,Customer_18227,ACC40915,ACC49543,32732.32,CARD,Kolkata,DEV170015,10.188.84.130,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800021,2025-11-13 14:02:00,CUST38768,Customer_01459,ACC48257,ACC52814,35910.11,RTGS,Mumbai,DEV196854,10.13.185.1,PENDING,HIGH,NORMAL,LOW
TXN0800022,2025-12-20 16:28:00,CUST41399,Customer_09972,ACC16239,ACC07780,32081.13,RTGS,Mumbai,DEV078511,10.255.23.182,VERIFIED,HIGH,NORMAL,LOW
TXN0800023,2025-10-16 19:48:00,CUST36528,Customer_46012,ACC04544,ACC05315,3495.47,IMPS,Delhi,DEV082630,10.54.250.196,VERIFIED,LOW,NORMAL,LOW
TXN0800024,2025-05-12 02:02:00,CUST21307,Customer_36559,ACC39381,ACC41507,22165.42,IMPS,Hyderabad,DEV151608,10.197.151.46,VERIFIED,LOW,NORMAL,LOW
TXN0800025,2025-11-20 08:26:00,CUST02521,Customer_15450,ACC14227,ACC16125,4299.58,IMPS,Hyderabad,DEV105876,10.53.65.219,VERIFIED,HIGH,NORMAL,LOW
TXN0800026,2025-02-11 21:51:00,CUST09078,Customer_13742,ACC36285,ACC43747,8200.78,NEFT,Chennai,DEV190869,10.67.158.40,VERIFIED,LOW,NORMAL,LOW
TXN0800027,2025-05-08 21:28:00,CUST24987,Customer_36390,ACC02988,ACC10336,2941.97,IMPS,Mumbai,DEV116487,10.97.88.2,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800028,2025-08-01 13:06:00,CUST22870,Customer_23000,ACC54882,ACC50559,9483.38,NEFT,Delhi,DEV046401,10.105.140.176,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800029,2025-06-19 20:36:00,CUST20361,Customer_10602,ACC41215,ACC39557,43955.99,RTGS,Bengaluru,DEV153031,10.84.237.148,VERIFIED,LOW,NORMAL,LOW
TXN0800030,2025-07-02 21:21:00,CUST32408,Customer_38122,ACC02652,ACC32357,15394.67,RTGS,Kolkata,DEV152715,10.113.199.192,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800031,2025-01-27 08:54:00,CUST37467,Customer_45440,ACC26065,ACC28616,21850.02,UPI,Kolkata,DEV141223,10.76.107.33,PENDING,HIGH,NORMAL,LOW
TXN0800032,2025-07-16 01:44:00,CUST35505,Customer_22997,ACC04837,ACC21272,40011.9,CARD,Kolkata,DEV129900,10.14.76.132,VERIFIED,HIGH,NORMAL,LOW
TXN0800033,2025-07-18 09:47:00,CUST14699,Customer_40337,ACC10842,ACC51238,20203.53,UPI,Hyderabad,DEV197369,10.21.27.228,VERIFIED,HIGH,NORMAL,LOW
TXN0800034,2025-08-24 03:45:00,CUST22232,Customer_31638,ACC19101,ACC25732,49232.76,CARD,Chennai,DEV047894,10.39.156.74,VERIFIED,HIGH,NORMAL,LOW
TXN0800035,2025-03-14 23:26:00,CUST32894,Customer_40239,ACC35020,ACC45572,22953.45,CARD,Chennai,DEV025783,10.96.94.121,PENDING,HIGH,NORMAL,LOW
TXN0800036,2025-08-01 17:44:00,CUST15200,Customer_27409,ACC43958,ACC31206,9002.48,CARD,Hyderabad,DEV186296,10.87.112.224,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800037,2025-08-26 19:18:00,CUST36005,Customer_02094,ACC18804,ACC03349,26387.8,IMPS,Delhi,DEV076914,10.40.167.224,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800038,2025-07-14 22:46:00,CUST00390,Customer_33308,ACC08944,ACC49170,32244.95,UPI,Bengaluru,DEV130554,10.233.88.239,PENDING,LOW,NORMAL,LOW
TXN0800039,2025-04-13 19:59:00,CUST21265,Customer_49360,ACC56745,ACC19250,16217.99,IMPS,Kolkata,DEV157180,10.153.146.60,VERIFIED,HIGH,NORMAL,LOW
TXN0800040,2025-05-23 01:41:00,CUST46881,Customer_08226,ACC35979,ACC23711,26130.33,CARD,Delhi,DEV000095,10.242.148.34,PENDING,HIGH,NORMAL,LOW
TXN0800041,2025-04-23 21:37:00,CUST30800,Customer_01996,ACC39848,ACC47221,47063.45,RTGS,Chennai,DEV015624,10.37.200.169,VERIFIED,LOW,NORMAL,LOW
TXN0800042,2025-10-14 08:54:00,CUST22494,Customer_44476,ACC40351,ACC42783,48890.77,RTGS,Bengaluru,DEV034024,10.28.67.250,PENDING,MEDIUM,NORMAL,LOW
TXN0800043,2025-06-09 19:32:00,CUST32904,Customer_14611,ACC38664,ACC41194,12176.2,UPI,Hyderabad,DEV066480,10.122.80.242,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800044,2025-02-10 06:35:00,CUST28369,Customer_39808,ACC17336,ACC29696,29589.37,UPI,Bengaluru,DEV054536,10.220.251.3,PENDING,LOW,NORMAL,LOW
TXN0800045,2025-03-08 13:10:00,CUST06987,Customer_34400,ACC51378,ACC27342,48935.97,UPI,Hyderabad,DEV111729,10.118.193.88,VERIFIED,LOW,NORMAL,LOW
TXN0800046,2025-11-22 03:14:00,CUST33370,Customer_29130,ACC05632,ACC22052,18863.62,NEFT,Delhi,DEV076125,10.133.46.133,VERIFIED,HIGH,NORMAL,LOW
TXN0800047,2025-04-30 07:51:00,CUST06522,Customer_41365,ACC41422,ACC01194,6044.86,NEFT,Chennai,DEV063689,10.81.12.153,VERIFIED,HIGH,NORMAL,LOW
TXN0800048,2025-10-16 21:07:00,CUST19972,Customer_37750,ACC19559,ACC32630,23867.9,RTGS,Mumbai,DEV064390,10.1.235.51,PENDING,HIGH,NORMAL,LOW
TXN0800049,2025-02-06 20:20:00,CUST25302,Customer_15910,ACC31948,ACC32557,3408.82,RTGS,Mumbai,DEV070428,10.76.201.22,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800050,2025-02-20 04:19:00,CUST02849,Customer_26196,ACC37862,ACC56434,35352.49,NEFT,Mumbai,DEV134454,10.221.13.208,PENDING,HIGH,NORMAL,LOW
TXN0800051,2025-12-20 23:19:00,CUST43044,Customer_47795,ACC39889,ACC50362,47932.22,NEFT,Delhi,DEV161885,10.184.161.86,PENDING,HIGH,NORMAL,LOW
TXN0800052,2025-04-22 09:45:00,CUST12971,Customer_09437,ACC58750,ACC50584,4678.98,IMPS,Hyderabad,DEV122047,10.185.159.65,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800053,2025-12-10 13:11:00,CUST38008,Customer_18959,ACC54721,ACC46073,49226.94,CARD,Mumbai,DEV074552,10.189.245.251,VERIFIED,LOW,NORMAL,LOW
TXN0800054,2025-03-07 06:23:00,CUST24162,Customer_48402,ACC13510,ACC47550,22464.12,RTGS,Mumbai,DEV063380,10.17.221.1,VERIFIED,MEDIUM,NORMAL,LOW
TXN0800055,2025-10-10 14:02:00,CUST39200,Customer_07120,ACC42217,ACC12160,25984.54,NEFT,Chennai,DEV016076,10.37.195.147,VERIFIED,LOW,NORMAL,LOW
TXN0800056,2025-03-11 02:41:00,CUST23029,Customer_20966,ACC25448,ACC54314,30300.83,RTGS,Bengaluru,DEV141815,10.223.74.114,PENDING,HIGH,NORMAL,LOW
TXN0800057,2025-05-22 13:28:00,CUST21648,Customer_18383,ACC09685,ACC40979,4395.36,CARD,Kolkata,DEV036835,10.125.123.16,VERIFIED,MEDIUM,NORMAL,LOW
