transactionId,timestamp,customerId,customerName,accountId,receiverAccount,amountINR,transactionType,branch,deviceId,ipAddress,kycStatus,riskProfile,amlScenario,expectedRisk
TXN0000001,2025-05-19 09:07:00,CUST36704,Customer_45530,ACC34937,ACC23783,4423.01,CARD,Hyderabad,DEV176157,10.235.36.149,VERIFIED,LOW,NORMAL,LOW
TXN0000002,2025-02-16 18:54:00,CUST07708,Customer_31971,ACC03607,ACC48599,31172.28,RTGS,Chennai,DEV076967,10.199.192.151,PENDING,LOW,NORMAL,LOW
TXN0000003,2025-07-08 06:04:00,CUST44028,Customer_31075,ACC37948,ACC53865,48702.96,IMPS,Kolkata,DEV148303,10.101.70.101,VERIFIED,MEDIUM,NORMAL,LOW
TXN0000004,2025-06-14 13:52:00,CUST43704,Customer_16211,ACC47940,ACC24504,26283.24,NEFT,Chennai,DEV174868,10.181.142.162,VERIFIED,HIGH,NORMAL,LOW
TXN0000005,2025-09-12 13:02:00,CUST48903,Customer_19035,ACC21633,ACC15210,33110.2,UPI,Bengaluru,DEV035154,10.55.146.185,VERIFIED,LOW,NORMAL,LOW
TXN0000006,2025-11-01 17:45:00,CUST49009,Customer_26854,ACC22878,ACC07499,41011.83,CARD,Chennai,DEV153652,10.130.12.51,PENDING,HIGH,NORMAL,LOW
TXN0000007,2025-07-10 04:19:00,CUST02950,Customer_09141,ACC37917,ACC35455,44198.98,UPI,Hyderabad,DEV132672,10.249.111.55,VERIFIED,MEDIUM,NORMAL,LOW
TXN0000008,2025-01-14 05:35:00,CUST01519,Customer_14756,ACC43957,ACC56239,7983.38,CARD,Bengaluru,DEV133234,10.136.243.34,VERIFIED,LOW,NORMAL,LOW
TXN0000009,2025-09-28 02:35:00,CUST06591,Customer_21045,ACC43562,ACC11356,41877.88,UPI,Chennai,DEV138715,10.99.208.179,VERIFIED,LOW,NORMAL,LOW
TXN0000010,2025-01-21 06:08:00,CUST35111,Customer_05273,ACC50264,ACC41507,45671.63,IMPS,Delhi,DEV186210,10.203.8.241,PENDING,MEDIUM,NORMAL,LOW
TXN0000011,2025-07-21 03:09:00,CUST08439,Customer_03293,ACC20234,ACC16920,4527.69,UPI,Bengaluru,DEV103309,10.69.30.205,PENDING,LOW,NORMAL,LOW
TXN0000012,2025-08-02 22:46:00,CUST37458,Customer_45320,ACC40208,ACC18228,24248.89,UPI,Mumbai,DEV186981,10.89.197.109,VERIFIED,HIGH,NORMAL,LOW
TXN0000013,2025-10-05 14:30:00,CUST29481,Customer_16509,ACC03683,ACC33216,11494.78,IMPS,Bengaluru,DEV107416,10.19.15.204,VERIFIED,HIGH,NORMAL,LOW
TXN0000014,2025-09-07 00:19:00,CUST49514,Customer_46135,ACC59648,ACC32164,9026.46,UPI,Delhi,DEV078256,10.98.177.192,PENDING,LOW,NORMAL,LOW
TXN0000015,2025-12-12 21:07:00,CUST25483,Customer_03879,ACC31483,ACC39262,13575.18,CARD,Hyderabad,DEV103113,10.243.124.228,PENDING,HIGH,NORMAL,LOW
TXN0000016,2025-04-01 05:19:00,CUST39310,Customer_23476,ACC12265,ACC02901,27658.38,CARD,Chennai,DEV080797,10.192.125.240,PENDING,MEDIUM,NORMAL,LOW
TXN0000017,2025-07-07 12:01:00,CUST06876,Customer_22731,ACC55880,ACC19635,22297.58,IMPS,Delhi,DEV163984,10.111.154.175,PENDING,HIGH,NORMAL,LOW
TXN0000018,2025-01-27 07:51:00,CUST05757,Customer_11597,ACC36278,ACC01852,6236.39,NEFT,Chennai,DEV017386,10.155.102.213,VERIFIED,MEDIUM,NORMAL,LOW
TXN0000019,2025-04-16 23:57:00,CUST03541,Customer_29082,ACC16949,ACC32834,47967.09,UPI,Mumbai,DEV087970,10.184.234.43,VERIFIED,MEDIUM,NORMAL,LOW
TXN0000020,2025-04-10 10:53:00,CUST11202,Customer_29829,ACC57757,ACC05155,19305.27,CARD,Delhi,DEV196295,10.214.9.119,PENDING,LOW,NORMAL,LOW
TXN0000021,2025-10-09 18:45:00,CUST29978,Customer_00279,ACC33614,ACC15468,32735.17,NEFT,Chennai,DEV138292,10.4.219.145,PENDING,LOW,NORMAL,LOW
TXN0000022,2025-05-25 08:39:00,CUST34703,Customer_08430,ACC33225,ACC31655,38746.78,CARD,Kolkata,DEV161605,10.40.226.39,VERIFIED,MEDIUM,NORMAL,LOW
TXN0000023,2025-03-19 04:23:00,CUST23314,Customer_06277,ACC12476,ACC28372,48464.06,CARD,Chennai,DEV044436,10.255.50.250,VERIFIED,LOW,NORMAL,LOW
TXN0000024,2025-06-03 00:44:00,CUST37893,Customer_30878,ACC56090,ACC29640,1273.04,UPI,Bengaluru,DEV057950,10.34.106.75,PENDING,HIGH,NORMAL,LOW
